score,comment,reply
1.7,1、在房间里加了几根木隔断就成了“行政套房”了，呵呵！2、洗手台上布满黑色小虫子3、服务态度还是不错的,尊敬的宾客，您好！感谢您入住上海浦东川沙智选假日酒店。首先给您致歉没有使您得到满意的入住体验，酒店坐落于上海浦东川沙266新天地广场，紧临上海迪士尼乐园，特别适合全家一起游玩。酒店拥有百余间时尚简约的客房，充满巧思创意。可移动桌板、干湿分离卫浴、充足便捷的充电插孔和USB接口等体贴周到的设计，所有房间均配备Blueair（布鲁雅尔）空气净化器，为您的入住增添舒适性，健康性与私密性。在此，您可尽享优质睡眠，畅爽沐浴，以及高速网络连接等惬意体验。由于上海近期雨水较多，导致一楼客房内有些返潮，对此，小智深感抱歉！小智是新版洲际智选设计行政套房35m²，简约快捷设计，由于房间背靠树林才会出现有小虫子现象，我们每间房都会配置消毒同时小智也会加大日常的清洁与消毒杜绝有虫子的现象发生，努力奉上更为洁净清爽的居停环境。疫情期间，应防疫要求，酒店每天都要进行消毒工作，确保每位客人都能住的安心放心，由此带给您的不便还请多多包涵。再次谢谢您的理解和宽容，期待您的再次光临，祝您阖家幸福！智选假日宾客关怀团队
2.2,位置太偏了吧！环境不行,亲爱的客官，感谢您对小智的厚爱。酒店坐落于上海浦东川沙266新天地广场，紧临上海迪士尼乐园，浦东机场和张江高科技园区，畅享办公、休闲、购物、餐饮、娱乐一站式体验；我们提供的专享班车接驳服务，便于您从酒店往返上海浦东国际机场或上海迪士尼乐园。小智家客房装潢简约清爽，所有房间均配备Blueair（布鲁雅尔）空气净化器，国际品质的金可儿床垫、软硬双枕带给您优质枕眠，酣畅淋漓的沐浴系统，为您旅途疲惫的身体舒缓放松。每日清晨还有营养丰盛的中西式自助早餐，现煮明档，现磨咖啡，新鲜时蔬，西式健康小食等等，选择性很多哦！在您的支持下，小智一定再接再厉，不辜负您的信赖。竭诚欢迎您的再次光临，祝您旅途愉快！
2.2,整体来说应该是经济型酒店，和如家差不多，设施较新，但总感觉怪怪的,人生旅途中的交集，相遇，便是一份意外的惊喜。因为有缘与您相聚，小智成为了更好的自己！很开心客官能够在此度过轻松愉快的旅途时光，小智犹如迎着初升的太阳，充满了朝气蓬勃的活力。我们以更具竞争力的价格，为宾客提供免费早餐、免费网络、畅爽淋浴和优质床品，打造简单、睿智的出行体验，呈现最优的性价比。期待下次能够带给您更完美的入住体验，祝您阖家欢乐！
2.5,1.卫生条件很差，淋浴头无法调节水流大小，排水非常慢，洗澡水漫金山，洗发水，沐浴露都是大瓶的，非一次性，里面是啥自己猜，各种挤不出来。2.卫生间内不给准备牙刷等东西，要的话还得找前台自己要。3.椅子上都是各种陈年油渍，不敢坐，还要自己铺上毛巾4.酒店估计不是他们自己的，酒店内各种其他牌子的酒店的logo，缝合酒店真是绝了。5.酒店内有些户型非常糟糕，有窗无光，靠着其他大厦边角的地方，我是后来强烈要求换了房间才好一些6.早餐不是自助，不是自助！是从他们的前台拿个煎饼和牛奶给你，绝了…等于没有，不是啥杂牌牛奶，完全不敢喝非常糟糕的体验，当时买了不能退款，不然直接退了。非黑非喷，客观真实，防止大家踩坑，关键是价格也不低,尊敬的宾客您好！感谢您选择入住和颐至尚酒店-上海南京西路店。感谢您对我们提出宝贵的意见，我们继续努力，提高服务质量，满足的大家的需求，争取在您每一次入住时都能为您带来更为满意舒适的入住体验。期待您的下一次光临！(酒店总经理Grace)
2.5,总体感觉一般般吧房间很小，而且布局也不是很理想，特别的厕所很小开门不合理，而且最奇葩窗子只有半扇很奇怪，唯一就是位置还不错吧，别的没什么了,尊敬的宾客，您好！感谢您选择入住和颐至尚酒店-上海南京西路自然博物馆店，很抱歉此次入住没有给您带来舒适的体验，我们除了和颐商务房外还有豪华景观大床房供您下次入住体验呢，有落地窗，采光效果很好，南京西路地段您也知道，寸土寸金，希望您能谅解哟，入住期间觉着不满意也可以随时联系前台，我们会第一时间为您解决呢，虽然小如很遗憾没有拿到您的满分好评，但是小如不会气馁，期待您的下次光临哟，祝您生活愉快！酒店总经理：Grace
2.7,酒店外面在装修。房间隔音效果不好，刷卡声，开门声，说话声，声声入耳。隔壁房间夜里2点多还在多人聊天，叽叽喳喳吵个不停。,尊敬的宾客您好：欢迎您下榻和颐至尚上海南京西路自然博物馆店，非常抱歉给您带来的不愉快入住体验，您所反映的问题酒店已经着手整改，谢谢您的建议，祝您身体健康，生活愉快.酒店总经理：Grace
2.5,服务烂！！ 隔壁有装修噪音，一早8点半就tm敲锤子把人吵醒。问前台一点没有干预处理的意思？ 打了第二个电话才说他要跟经理申请一下。 一点反馈没有，管不好噪音还想周末有生意吗？ 明明就是隔壁有噪音，硬说是地下室的噪音，没有处理。？？？垃圾啊,尊敬的宾客您好：欢迎您下榻和颐至尚酒店上海南京西路自然博物馆店，非常抱歉给您带来的不愉快入住体验，感谢您提出的宝贵建议，酒店会积极整改，祝您身体健康，生活愉快，酒店总经理：Grace
1.7,非常一般的酒店，房间潮湿，床头有异味，和照片出入很大，早餐服务员态度一般，食品一般，样式少。,尊敬的宾客您好：感谢您下榻和颐酒店上海南京西路自然博物馆店，非常抱歉给您带来的不愉快入住体验，酒店有两种风格房间可供选择哦，祝您身体健康，生活愉快，(酒店总经理Grace)
1.2,设施非常旧，那个淋浴房非常脏。解释写着是2019年装修的房子，实际估计有10多年了。墙角地面都很脏，本来定了2天的，受不了，第二天赶紧转,尊敬的宾客您好，非常感谢您入住咱们和颐至尚酒店并留下宝贵的意见，酒店会加强维护与保养我们的硬件设施.您提出的卫生问题我们会第一时间通知到我们部门主管并做出有效的整改，定会认真的对待您所提出的不足，入住期间所有问题请您第一时间拨打前台9我们将第一时间为您解决相关问题，期待您下次入住会有一个好的入住体验，总经理Grace
2.2,怎么说呢，算是最近一两年内出差上海住的体验感最差的酒店了吧。我懒得详细说了，但是我说的保证都是事实:一，我那间豪华大床房房间很小，十楼，房间有一根大柱子斜在窗前，窗很小，房间很暗二，卫生间马桶不能冲水三，淋浴房洗澡用手持冲水时候头顶的花洒会滴水下来，冰凉，不爽四，让送个梳子来，前台答应了，到结账走人都没来不说了，以后不会在住,尊敬的宾客您好：非常抱歉给您带来的不愉快入住体验，您提出的宝贵意见酒店都会努力去整改，谢谢您，祝您身体健康，生活愉快。酒店总经理：Grace
2.7,一次性牙刷掉毛，很容易卡在喉咙里，莲蓬头固定器坏的，要拿手里洗澡，放上去经常直接掉地上，房间虽然有窗，但很小而且玻璃是那种磨砂的，所以房间十分昏暗,尊敬的宾客您好！首先非常感谢您选择入住和颐至尚-上海南京西路。您这边提出的意见，酒店非常重视，我们会积极检查并整改，争取在您每一次入住时都能为您带来更为满意舒适的入住体验。期待您的下一次光临！(酒店总经理Grace)
1.2,整体太差 房间小 等个熨斗 等10几分钟 还不送来 既然这样 不如 不要提醒客人 需要熨斗可打前台电话这样的字眼吧,尊敬的宾客您好：非常抱歉给您带来的不愉快入住体验，祝您身体健康，生活愉快。酒店总经理Grace
2.5,服务不行，刚退房，小朋友要去洗手间，都不让。,尊敬的宾客，您好！感谢您选择入住和颐至尚酒店-上海南京西路自然博物馆店！非常抱歉没有让您满意而归，我们一定加强前台对类似诉求灵活处理培训，祝您生活愉快哦！欢迎您下次光临。(酒店总经理Grace)
2.5,住了2晚，没有打扫房问，也没有询问是否需要打扫，服务还有待改进。早餐2天都是吃生煎包加粥，希望下次能换换口味……,尊敬的宾客您好：十分感谢您在百忙之中为我们做出点评，很抱歉在您入住期间未能给您带来满意的入住体验。所有客人在入住期间，我们客房都会主动询问客人房间是否需要打扫，如果您打开“请勿打扰”，我们客房为避免打扰您休息，客房不会去敲门询问是否需要打扫，而且客房打扫时都是轻声慢步，我们房间有需要打扫的提示面板，如您需要打扫卫生可以点击立即打扫，我们随时为您打扫房间，酒店前台还有24小时值班人员，您也可以随时拨打电话到前台，前台会为您处理。酒店为您准备的是上海本地特色早点小杨生煎，让您体验不一样的味道上海，如您希望更换口味，可以提前告知前台，帮您预定KFC。酒店相邻地铁13号、2号、12号线，出行方便。并真诚的希望您可以给我们提出您的意见和建议，帮助我们成长，您再次光临的时候可以随时联系我，我一定给您安排好房间，让您乘兴而来，满意而归，最后祝您生活愉快！酒店总经理Mandy
2.5,空间不大，也没有很新，早餐不是自助的，外包的小杨生煎。服务态度也一般，说话不疼不痒的，都听不太清楚。,尊敬的宾客您好：非常感谢您入住和颐至尚上海南京西路店，很抱歉没能给您留下一次完美的入住体验，真诚的向您道歉，酒店餐厅在升级改造，所以酒店特地为您准备的是上海本地特色早点小杨生煎，让您体验不一样的味道上海。我们酒店房间面积大概为20平方左右，面积可以满足商务人士住房需求，房间性价比特别的高，麻雀虽小五脏俱全，房间里的设施设备我们都是精心准备的，所有咖啡茶包都是免费使用的，咱们酒店的所有工作人员都是秉承服务至上，信誉第一，全心全意，包您满意的工作准则，争取让每一位在和颐至尊留下过脚印的顾客满意而归，真诚的向您致歉，期待您的再次光临！酒店总经理Mandy
1.5,挺差的。。定的商务，进去房间跟图片根本不符。而且整间酒店一股味道，第二天早上8点还开始装修。整个就是差。。,尊敬的宾客您好！感谢您选择入住和颐至尚酒店-上海南京西路店。很抱歉在您入住期间未能给您带来满意的入住体验。您提到的问题我们会向员工核实，酒店的房间都是严格按照要求打扫的，每天也会进行消毒工作，您方便时联系我们，方便我们了解具体情况，之后我们会加强检查处理，由于酒店是合租物业，物业内有其他楼层在装修白天会有一点噪音，酒店前台有24小时值班人员，您遇到此问题请及时与前台联系，前台会为您处理。再次向您抱歉，上海和颐至尚酒店的每一位“家人”都热情的欢迎您再次入住，期待您的再次光临。(酒店总经理Mandy)
1.5,1.门头换成和颐了，携程平台还是桔子水晶，我是认可桔子水晶的品牌才预定的，没想到住的是和颐。2.隔壁有家迪厅还是什么的，娱乐到凌晨5点，很吵。3.走道和电梯非常臭，下水管破裂的那种屎腐臭。4.打扫没有补矿泉水和咖啡茶包。5.虽然有提醒酒店在装修，但早上八点到晚上八点的冲击钻与敲墙声真的让人很崩溃，完全无法正常休息。,亲爱的客人您好，能在若干酒店中选中我们，这是难得的缘分，很抱歉没能给您留下一次完美的入住体验，酒店全体员工真诚的向您道歉；让您在入住期间没有得到完美的入住体验。物业装修已经结束。如果您愿意再次给我们一个机会，让我们为您提供更好的服务及入住体验，并真诚希望您可以给我们提出您的意见和建议，帮助我们快速成长。您再次光临的时候可以随时联系我，我一定给您安排好房间，让您乘兴而来，满意而归；酒店的全体小伙伴祝您生活愉快！酒店总经理Mandy
1.2,酒店六楼晚上10点开始装修砸墙！！！晚上装修真的是第一回见。跟前台反应，跟我说只有十点后才能排渣，结果被吵的一晚上没睡着。如果不是第二天要赶飞机，一定会报警处理。如果你们想装修，那就歇业装修，我们花钱住店，不是为了陪你晚上装修得好吗！,亲爱的客人您好，能在若干酒店中选中我们，这是难得的缘分，很抱歉没能给您留下一次完美的入住体验，酒店全体员工真诚的向您道歉；让您在入住期间没有得到完美的入住体验。物业装修已经结束。如果您愿意再次给我们一个机会，让我们为您提供更好的服务及入住体验，并真诚希望您可以给我们提出您的意见和建议，帮助我们快速成长。您再次光临的时候可以随时联系我，我一定给您安排好房间，让您乘兴而来，满意而归；酒店的全体小伙伴祝您生活愉快！酒店总经理Mandy
2.7,这家酒店位于南京西路附近，因晚上加班又与朋友小聚，所以准备住在公司附近，找到了这家酒店，整体服务体验极差。1、晚上4点办理入住，标间都没有窗户，一共订了2间，大床房的窗户也极小。2、早上8:00左右开始有巨大的挖掘机挖坑的声音，好像整个楼都跟着震颤，挖地的声音，梦中被惊醒，有起床气的酌情考虑一下这家酒店。3、早餐是与肯德基合作的，直接给个肯德基早餐套餐。4、房间里的使用物品，前台只给了一个牙刷，房间内一块小香皂都没有，给前台电话，前台说让用洗手液洗脸，早上吹头发，连个梳子都没有，700元800元一晚的酒店，就如此。这可能是我人生第一次差评还写了这么多文字,尊敬的客人，您好。请接受来自桔子水晶酒店的问候与真诚的歉意，对您在我们这里遭遇的不愉快经历我们感到万分抱歉。酒店管理层十分重视您所提出的问题，我们已将此事反映给相关部门，并作出积极调查整改，以确保在今后为每一位宾客提供更加温暖细致的优质服务。再次感谢您的宝贵意见，诚挚期待能够与您和朋友、家人再次相见
2.5,上海500块钱也就住这种水平的酒店了…晚上十一点还在叮叮咣咣，早上八点就在施工了。早餐只有一个帕尼尼和豆浆，没吃饱…主要是订了还不能取消，想入住的要谨慎了。,"尊客您好，感谢您的点评.本次入住给您带来的不佳感受，我们深感歉意。为客人提供安静舒适的环境是我们员工一直追求的目标，我们会改善我们的产品。欢迎您再次光临,祝您生活愉快！"
2.7,前台小姐姐人很好 但是这家环境真的是我住过环境最差的桔子水晶了 价格很贵 500多 地段是挺好的 紧邻兴业太古汇 大堂很小 也没有橘子水晶的味道 一进房间屋子里一股异味 开着窗户散不出去 无奈只能自己去买了香薰  不然没法呆 我住的还是他家最好的房型 进大楼道里还有做饭厨房的味道 电视卡的不行 桌子上还放着打扫的抹布 保洁阿姨忘了收？ 一早上就有装修的声音 吵的人睡不了觉 当当的 巨响 吓一跳  基本一夜无眠 这一宿住的我 还不如在机场呆一宿强 本来是抱着以前住过橘子水晶 以为都是一个档次 现在心里都住出阴影了  白送我也不会来了 500多的价格附近还有很多别的很好的酒店,尊敬的客人，您好。请接受来自桔子水晶酒店的问候与真诚的歉意，对您在我们这里遭遇的不愉快经历我们感到万分抱歉。酒店管理层十分重视您所提出的问题，我们已将此事反映给相关部门，并作出积极调查整改，以确保在今后为每一位宾客提供更加温暖细致的优质服务。再次感谢您的宝贵意见，诚挚期待能够与您和朋友、家人再次相见。
2.2,小，显旧、位置可以，按照￥500元/间/晚的价格是不推荐的。就是个普通如家的感觉，要花500元不值得。,尊敬的宾客您好：非常感谢您入住和颐至尚上海南京西路店，很抱歉没能给您留下一次完美的入住体验，真诚的向您道歉，我们酒店房间面积大概为20平方左右，面积可以满足商务人士住房需求，房间性价比特别的高，麻雀虽小五脏俱全，下次你还可以选择预定我们酒店的和颐豪华大床房，让您有不一样的体验。房间里的设施设备我们都是精心准备的，所有咖啡茶包都是免费使用的，咱们酒店的所有工作人员都是秉承服务至上，信誉第一，全心全意，包您满意的工作准则，争取让每一位在和颐至尊留下过脚印的顾客满意而归，真诚的向您致歉，期待您的再次光临！酒店总经理Mandy
2.2,性价比很差，不推荐。全是住过的桔子水晶设施最差的，房间很小，一进门看到一个巨大无比的柱子斜在房间里，搞得活动空间更小了。除了地理位置没有拿得出手的。,"尊客您好，感谢您的点评.本次入住给您带来的不佳感受，我们深感歉意。为客人提供安静舒适的环境是我们员工一直追求的目标，我们会改善我们的产品。欢迎您再次光临,祝您生活愉快！"
2.2,上海的酒店超贵，到了酒店原来换名字了，找了半天，跟7天差不多，还在装修，性价比不高。,酒店回复内容 :亲爱的客人您好，能在若干酒店中选中我们，这是难得的缘分，很抱歉没能给您留下一次完美的入住体验，酒店全体员工真诚的向您道歉；让您在入住期间没有得到完美的入住体验。物业装修已经结束。如果您愿意再次给我们一个机会，让我们为您提供更好的服务及入住体验，并真诚希望您可以给我们提出您的意见和建议，帮助我们快速成长。您再次光临的时候可以随时联系我，我一定给您安排好房间，让您乘兴而来，满意而归；酒店的全体小伙伴祝您生活愉快！酒店总经理Mandy
2.5,凌晨两点 楼上说是铲垃圾 老婆岳父都吵醒 也睡不了 最后换房才解决,"尊客您好，感谢您的点评.本次入住给您带来的不佳感受，我们深感歉意。为客人提供安静舒适的环境是我们员工一直追求的目标，我们会改善我们的产品。欢迎您再次光临,祝您生活愉快！"
2.2,去的时候酒店一楼在装修，吵，扬尘,尊敬的宾客您好：欢迎您下榻和颐至尚酒店上海南京西路自然博物馆店，非常抱歉给您带来的不愉快入住体验，感谢您提出的宝贵建议，酒店会积极整改，祝您身体健康，生活愉快，酒店总经理：Grace
1.7,设施不怎么干净，一开始的房间烟味很重，后来反映了之后才给换，跟价位完全不符，不推荐,尊敬的客人，您好。请接受来自桔子水晶酒店的问候与真诚的歉意，对您在我们这里遭遇的不愉快经历我们感到万分抱歉。酒店管理层十分重视您所提出的问题，我们已将此事反映给相关部门，并作出积极调查整改，以确保在今后为每一位宾客提供更加温暖细致的优质服务。再次感谢您的宝贵意见，诚挚期待能够与您和朋友、家人再次相见。
2.2,酒店的卫生很糟糕，椅子发霉，卫生间发霉，镜子也很脏,尊敬的宾客您好：非常感谢您入住和颐至尚南京西路店，能在若干酒店中选中我们，这是难得的缘分，很抱歉没能给您留下一次完美的入住体验，真诚的向您道歉，您提到的问题我们会向员工核实，酒店的房间都是严格按照要求打扫的，每天也会进行消毒工作，您方便时联系我们，方便我们了解具体情况，之后我们会加强检查处理，真诚的谢谢您给我们提出您的意见和建议，帮助我们成长，您再次光临的时候可以随时联系我，我一定给您安排好房间，让您乘兴而来，满意而归，最后祝您生活愉快！酒店总经理Mandy
2.7,大半夜的有一只大蟑螂从我枕头边跑过！！！,尊敬的先生\女士您好！ 感谢您选择入住桔子水晶（南京西路店）同时也非常遗憾此次入住没有给您带来愉悦的心情，在此和您说声报歉！您反馈的问题对我们很重要，我们已经为此做了整改和专业无伤害人体的灭虫工作。希望 您有机会再次重新体验。祝您工作顺利，生活愉快！
1.5,超级差劲，比一般的经济型酒店还小，而且还是我升级了现代主义大床房之后的空间，整个酒店没看到一安保人员。位置也只能说一般，这个价建议加多几百直接住外滩的五星级,尊敬的先生/女士您好！ 感谢您选择入住桔子水晶（南京西路店）非常抱歉给您带来不愉快的入住体验，秋韵房间窗户偏小，现代窗户较大，位置处于南京西路，附近太古汇，恒隆，各类大型商场，所有问题我们都会去改善解决，我们会努力做得更好！期待您下次光临！祝您工作顺利，生活愉快!
2.5,还不如400的快捷。周六8点楼上开始装修、房间内有个斜的柱子、厕所反味、出门点了请勿打扰居然人走断电灯不亮服务员还是进屋帮我打扫了………非常讨厌东西被别人动，那这个请勿打扰（不用打扫的）的灯有这么意义？酒店规划的人智商在线吗？…本来打算住四晚，后两晚400的快捷都比这个舒服…,尊敬的先生/女士您好！ 感谢您选择入住桔子水晶（南京西路店），抱歉让您体验的不愉快，8楼装修问题我们也已经与物业沟通，时间已尽量协调，服务员的专业意识我们也已经重新培训并且会不断加强，我们会努力做得更好！期待您下次光临！祝您工作顺利，生活愉快!
2.5,订了秋韵死665的价格，到了前台，服务员说免费帮我升级，升级到800多的什么房间，结果这个房间小也就算了，里面还有一根很奇怪的柱子，我不清楚真正的秋韵是什么样子，是所有的房间都有一根柱子吗？房间里装修写的数字都还在，665的价格性价比非常低，以后不会再选,"尊敬的先生/女士您好！ 感谢您选择入住桔子水晶（南京西路店）, 十分抱歉 未能给您带来愉快的入住体验。期待您下次光临！祝您工作顺利，生活愉快!"
2.7,早上七点多隔壁开始装修,尊敬的宾客您好！感谢您选择入住和颐至尚酒店-上海南京西路店。很抱歉在您入住期间未能给您带来满意的入住体验。由于酒店是合租物业，物业内有其他楼层在装修白天会有一点噪音，酒店前台有24小时值班人员，您遇到此问题请及时与前台联系，前台会为您处理。再次向您抱歉，上海和颐至尚酒店的每一位“家人”都热情的欢迎您再次入住，期待您的再次光临。(酒店总经理Mandy)
1.5,这是我住过最差的酒店，没有之一。第一次入住桔子是因为看中了他家的地理位置，可没想到却是花着正经星级酒店的钱住进了一家“旅馆”，房型、卫生、环境简直惨不忍睹，另外楼下新开了一家夜店，晚上轰鸣的音乐根本没法睡觉。唯一略感欣慰的是前台接待人员一位扎马尾的美女很耐心的帮我换房间，可是整体条件在那里再怎么换也改变不了“旅馆”的实质，以后坚决不再住桔子了。。。,尊敬的先生/女士您好！ 感谢您选择入住桔子水晶（南京西路店），非常抱歉给您带来不愉快的入住体验，我们酒店位于闹市区，附近比较热闹，您下次可以直接跟我们联系提前帮您安排好的房间，这次入住给您带来的困扰再次跟您道歉，这边也为您准备了一点小礼物，您看到后麻烦致电前台与我们联系，您的认可是给予我们最大的肯定，我们会努力做得更好！期待您下次光临！祝您工作顺利，生活愉快!
2.7,地段是真的好 最繁华的区域但是卫生真的无语了 地面很明显的积灰卫生间要一直开排风扇要不会返味道给我的拖鞋是湿透的 后来员工说库房漏水淋到了完全湿透的往房间放都不检查一下么除了地段 真的没有任何推荐性,尊敬的先生/女士您好！ 感谢您选择入住桔子水晶（南京西路店），非常抱歉给您带来不愉快的入住体验，您反馈的意见我们已经引起重视，加强培训，我们会努力做得更好！期待您下次光临！祝您工作顺利，生活愉快!
2.5,住过最差的桔子水晶了。厕所味道非常重，必须把厕所门关死，不然真的很臭！刚入住就发现一只蟑螂在墙上，叫了客房服务帮忙，掉进床底跟我们说出不来了。结果晚上出去回来以后蟑螂还是得出来，最后还是自己抓掉的。,尊敬的先生\女士您好！感谢您选择入住桔子水晶（南京西路店）同时也非常遗憾此次入住没有给您带来愉悦的心情，在此和您说声报歉！您反馈的问题对我们很重要，我们已经为此做了整改和专业无伤害人体的灭虫工作。希望 您有机会再次重新体验。祝您工作顺利，生活愉快！
2.7,前台服务太差 和谁欠你们钱似得 ,尊敬的客人，您好。请接受来自桔子水晶酒店的问候与真诚的歉意，对您在我们这里遭遇的不愉快经历我们感到万分抱歉。酒店管理层十分重视您所提出的问题，我们已将此事反映给相关部门，并作出积极调查整改，以确保在今后为每一位宾客提供更加温暖细致的优质服务。再次感谢您的宝贵意见，诚挚期待能够与您和朋友、家人再次相见。
2.5,住一晚755元，太不值这个价了,尊敬的宾客，您好。请接受来自桔子水晶酒店的问候与真诚的歉意，对您在我们这里遭遇的不愉快经历我们感到万分抱歉。最近正值入住高峰时期，没有给您此次入住带来最满意的体验，我们深表遗憾。对我们酒店和客房的新观点将帮助我们持续不断地提升宾客体验。今后也请随时与我们分享您其他的意见或建议，再次诚挚期待您的下次光临！
2.5,差评。1.房间小的可以。真的只有一张床一个厕所。其他没有了。转都转不过来。我一进去以为在香港开了房间呢。那么小。关键价格还不便宜700多。2.早餐全都是面包。一杯红茶 要不是咖啡。习惯中餐早点的还是别去吃了。吃不下去啊。3.订了两个房间，有一个房间厕所好臭啊。据说没有房间不换。用空气清洁剂喷喷，我也无语了。我是冲着新开店去的到了一看。不是新开店只是原来基础上装修了一下。价格700多还不如400那种好。被好评忽悠了。这个好评都是刷出来的吧。对携程网好失望。还不真实了。,尊敬的宾客您好：非常抱歉没有带给您一次满意的入住体验，看您点评的时间已是深夜，不免有些心疼，我们希望来店的每一位家人都能有一个美梦，但现正旺季，酒店每天客房爆满，无办法为您更换其他房间，希望您能理解我们，下次入住可提前拨打酒店电话，我们会为您升级您的房间，并尽量安排楼层、朝向都使您满意的房间，期待您的下次入住并祝您生活愉快！
2.2,进门大厅就是一股厕所味，味道很重。升降电梯半天时间坏了两次，只能走楼梯。体验超级差。,尊敬的先生\女士您好！非常抱歉本次入住没有给您带来愉快的心情。您反馈的问题和意见对我们很重要。我们为此对保洁人员对拖把的正确使用和清洗做了专项培训。对电梯的维保和物业也都做了良好的沟通来维护。我们不会再出现类似的问题。给您带来的不便再次向您说声抱歉！祝您工作顺利，生活愉快！
1.7,这次入住十楼，半夜发现旁边一直响，问了服务员说是隔壁的排风扇，声音大的无法睡觉，因为带孩子，应提前告知，导致整晚休息不好，也没法在半夜十一点多换房间，不好的体验,尊敬的宾客您好：感谢您入住和颐至尚南京西路店！非常感谢您入住酒店及对酒店的认可。酒店全体员工将继续努力完善服务质量，提升业务技能，以更加优质的服务回馈大家给予我们大力的支持与帮助。酒店会加强对硬件设施噪音方面进行全面排查，并加强维护和保养，期待您的再次光临，谢谢！酒店总经理：Grace
1.2,绝对差评。5.0的评分怎么来的。快捷酒店而已。停车厂也没有。,尊敬的宾客您好，非常抱歉酒店未达您的预期，本店虽然没有停车场，两边是都可以停车的，任何问题可以拨9到前台，期待您的下次入住
1.7,房间太小，一楼服务台和大堂也很小，特别狭窄，一楼卫生间都没有。特别是早餐太差劲，品类少得可怜，8.30去吃基本就是凉的，没有可挑选的，并且很难吃。这是我在上海体验酒店最差的一次，没有之一。,尊敬的宾客感谢您的入住。我们一直关注客人在入住期间的感受，同时积极提高自身的专业水平和服务标准，很抱歉，我们在某些方面做的仍不完美。我们会改进我们的不足之处，不断进步。对于您提出的反馈和建议，我们十分重视，会加强对一线员工的培训，希望在您下次入住时给您焕然一新的感觉！衷心期待您的再次光临！－－－－－－总经理Grace
2.5,除了地段好点，其他真不敢恭维。住在单层要从破旧的货梯才能上楼，房间霉味和烟味相当大，空气糟糕。马桶是山寨TOTO，灯光控制器分成伦敦模式巴黎模式啥的，什么鬼？不能用正常人思维吗？太难用了。大堂基本只有个前台，就是那种别的地方一两百的小旅馆，因为地段不错就卖到六七百，也是醉了。体验极其糟糕。谁住谁后悔。,尊敬的宾客您好：感谢您下榻和颐至尚上海南京西路自然博物馆店，非常抱歉给您带来的不愉快入住体验，感谢您提出的宝贵建议，酒店会积极整改！欢迎您再次光临哦，见证我们的改变，祝您身体健康，生活愉快哦，酒店总经理：Grace
2.5,住过这么多酒店第一次遇到厕所没有大镜子，是一面玻璃墙。每次去厕所对这一面玻璃墙是什么感觉。只有一块长条形的小镜子，非常不适应。还有枕头，两个枕头一个白一个黄。最要吐槽的是早餐，68元/人，没有牛奶。豆浆是拿维维豆奶粉泡的。早餐品种少到不知道能吃什么，很明显看得出酒店为了节约成本是省之又省。那怎么敢开68元一人的早餐价位，30元最多了。除了地段好，没有别的。非常不推荐。,尊敬的宾客，非常感谢您的评价！没能为您提供丰富的餐点是我们工作失误，我们会努力完善自身的不足，努力打造更加舒适的住宿环境，感谢您的宝贵意见！希望我们能成为您在武汉出差旅行的首选，真诚期待您再次下榻本酒店！ 祝您生活愉快！
3.5,别的感觉也还好吧 房间不是很大 最最最不好的一点就是晚上有蚊子 点了蚊香片了 但是还是有蚊子 一晚上腿都在被叮 凌晨才睡着 我宝宝脸上也被叮了一个包 希望能改善一下 加强驱蚊😒,尊敬的宾客，感谢您对我们提出的中肯意见。对于您在住期间没有达到100%满意的消费体验，我们深表歉意和遗憾。您的反馈我们很重视，我们已经联系消*公司对酒店进行全面消*。酒店还有做的不到位的地方，我们会及时的改进希望客官您下次的到来，我们会努力做到更好，我们用心服务让到店的每位客官都能感受到家一般的温暖，希望我们的服务能给您带来更多的惊喜和感动，期待您下次到来！
2.5,地毯很脏，设施陈旧，房间空调是正对着床头吹的，空调声音较大。浴室看着脏兮兮的，好多修补的痕迹。总体来说不推荐。,尊敬的小纽家人您好：感谢您选择入住纽宾凯N+国际酒店，对您在入住期间没有满意的体验，小纽深表歉意！您说的这个情况我们已经向相关部门上报，管理层非常重视您提出的意见，我们将进一步完善并改进我们的各项设施。小纽家人一定会对您提出的意见加快调整，再次感谢您对小纽家的信任，也欢迎您再来小纽家座客。
3.0,酒店地理位置比较方便，在写字楼中占用若干楼层，临街，有点吵，有停车位，有餐厅，有点像酒店式公寓，卫生一般。,亲爱滴客官您好，非常感谢您对酒店的支持，没有得到您全5分好评，我们心里还是有点点的失落，可能是酒店还有做的不到位的地方，希望客官您下次的到来能给我们指出我们的不足，我们会努力做到更好，我们用心服务让到店的每位客官都能感受到家一般的温暖，希望我们的服务能给您带来更多的惊喜和感动，期待您下次到来！
3.0,酒店位置还可以，总台在四楼，停车很不方便，停车场很小，地下停车场用不了，需要你把车钥匙给保安来停车,尊敬的宾客，非常感谢您的评价！没能让您的体验得到满意我们感到十分抱歉，我们会努力完善自身的不足，努力打造更加舒适的住宿环境，感谢您的宝贵意见！希望您下次再次入住来弥补我们这次的过失，我们能成为您在武汉出差旅行的首选，真诚期待您再次光临！ 祝您生活愉快！
